Report Date,County,Place of Fatality,Deaths by County of Residence
1/3/21,Rensselaer,75,86
1/3/21,Richmond,899,900
1/3/21,Rockland,554,595
1/3/21,Saratoga,31,48
1/3/21,Schenectady,87,91
1/3/21,Schoharie,0,5
1/3/21,Schuyler,4,10
1/3/21,Seneca,24,36
1/3/21,St. Lawrence,45,46
1/3/21,Statewide Total,30648,30648
1/3/21,Steuben,109,125
1/3/21,Suffolk,2406,2361
1/3/21,Sullivan,37,42
1/3/21,Tioga,39,54
1/3/21,Tompkins,18,15
1/3/21,Ulster,90,149
1/3/21,Warren,37,32
1/3/21,Washington,11,16
1/3/21,Wayne,23,42
1/3/21,Westchester,1828,1683
1/3/21,Wyoming,20,26
1/3/21,Yates,8,13
1/2/21,Albany,309,212
1/2/21,Allegany,54,73
1/2/21,Bronx,3248,3556
1/2/21,Broome,230,210
1/2/21,Cattaraugus,41,45
1/2/21,Cayuga,21,27
1/2/21,Chautauqua,28,25
1/2/21,Chemung,122,97
1/2/21,Chenango,15,23
1/2/21,Clinton,10,8
1/2/21,Columbia,58,61
1/2/21,Cortland,36,38
1/2/21,Delaware,4,12
1/2/21,Dutchess,254,243
1/2/21,Erie,1309,1229
1/2/21,Essex,13,16
1/2/21,Franklin,8,9
1/2/21,Fulton,26,37
1/2/21,Genesee,50,56
1/2/21,Greene,10,27
1/2/21,Hamilton,0,1
1/2/21,Herkimer,14,30
1/2/21,Jefferson,10,11
1/2/21,Kings,4900,5451
1/2/21,Lewis,4,15
1/2/21,Livingston,14,25
1/2/21,Madison,64,68
1/2/21,Manhattan,3653,2262
1/2/21,Monroe,663,593
1/2/21,Montgomery,47,51
1/2/21,Nassau,2961,2420
1/2/21,Niagara,136,188
1/2/21,Non-NYS,0,155
1/2/21,Oneida,260,260
1/2/21,Onondaga,480,439
1/2/21,Ontario,78,66
1/2/21,Orange,534,518
1/2/21,Orleans,42,64
1/2/21,Oswego,36,42
1/2/21,Otsego,19,16
1/2/21,Putnam,66,67
1/2/21,Queens,4345,5400
1/2/21,Rensselaer,75,85
1/2/21,Richmond,894,895
1/2/21,Rockland,551,591
1/2/21,Saratoga,31,48
1/2/21,Schenectady,84,88
1/2/21,Schoharie,0,5
1/2/21,Schuyler,4,10
1/2/21,Seneca,24,36
1/2/21,St. Lawrence,44,45
1/2/21,Statewide Total,30476,30476
1/2/21,Steuben,107,124
1/2/21,Suffolk,2387,2341
1/2/21,Sullivan,36,41
1/2/21,Tioga,39,54
1/2/21,Tompkins,18,15
1/2/21,Ulster,88,146
1/2/21,Warren,37,32
1/2/21,Washington,11,16
1/2/21,Wayne,22,41
1/2/21,Westchester,1826,1681
1/2/21,Wyoming,19,25
1/2/21,Yates,7,11
1/1/21,Albany,305,208
1/1/21,Allegany,54,73
1/1/21,Bronx,3241,3548
1/1/21,Broome,228,208
1/1/21,Cattaraugus,40,44
1/1/21,Cayuga,19,25
1/1/21,Chautauqua,26,23
1/1/21,Chemung,119,97
1/1/21,Chenango,13,21
1/1/21,Clinton,10,8
1/1/21,Columbia,57,60
1/1/21,Cortland,35,36
1/1/21,Delaware,4,11
1/1/21,Dutchess,251,240
1/1/21,Erie,1298,1219
1/1/21,Essex,13,16
1/1/21,Franklin,8,9
1/1/21,Fulton,25,36
1/1/21,Genesee,48,54
1/1/21,Greene,8,25
1/1/21,Hamilton,0,1
1/1/21,Herkimer,14,28
1/1/21,Jefferson,9,10
1/1/21,Kings,4888,5438
1/1/21,Lewis,4,15
1/1/21,Livingston,14,25
1/1/21,Madison,63,66
1/1/21,Manhattan,3650,2260
1/1/21,Monroe,654,587
1/1/21,Montgomery,43,47
1/1/21,Nassau,2950,2409
1/1/21,Niagara,134,185
1/1/21,Non-NYS,0,155
1/1/21,Oneida,253,255
1/1/21,Onondaga,473,434
1/1/21,Ontario,78,65
1/1/21,Orange,531,515
1/1/21,Orleans,42,64
1/1/21,Oswego,35,41
1/1/21,Otsego,18,16
1/1/21,Putnam,66,67
1/1/21,Queens,4341,5397
1/1/21,Rensselaer,73,83
1/1/21,Richmond,895,896
1/1/21,Rockland,549,589
1/1/21,Saratoga,27,44
1/1/21,Schenectady,83,87
1/1/21,Schoharie,0,5
1/1/21,Schuyler,4,10
1/1/21,Seneca,24,36
1/1/21,St. Lawrence,44,45
1/1/21,Statewide Total,30337,30337
1/1/21,Steuben,107,120
1/1/21,Suffolk,2374,2328
1/1/21,Sullivan,35,40
1/1/21,Tioga,39,54
1/1/21,Tompkins,18,15
1/1/21,Ulster,87,145
1/1/21,Warren,37,32
1/1/21,Washington,11,16
1/1/21,Wayne,21,39
1/1/21,Westchester,1822,1677
1/1/21,Wyoming,18,24
1/1/21,Yates,7,11
12/31/20,Albany,300,205
12/31/20,Allegany,54,73
12/31/20,Bronx,3238,3544
12/31/20,Broome,226,206
12/31/20,Cattaraugus,40,44
12/31/20,Cayuga,17,23
12/31/20,Chautauqua,24,21
12/31/20,Chemung,118,96
12/31/20,Chenango,13,21
12/31/20,Clinton,10,8
12/31/20,Columbia,57,60
12/31/20,Cortland,34,35
12/31/20,Delaware,4,11
12/31/20,Dutchess,248,237
12/31/20,Erie,1287,1209
12/31/20,Essex,13,16
12/31/20,Franklin,8,9
12/31/20,Fulton,25,36
12/31/20,Genesee,47,53
12/31/20,Greene,7,23
12/31/20,Hamilton,0,1
12/31/20,Herkimer,14,24
12/31/20,Jefferson,9,10
12/31/20,Kings,4879,5426
12/31/20,Lewis,4,15
12/31/20,Livingston,14,25
12/31/20,Madison,63,66
12/31/20,Manhattan,3642,2256
12/31/20,Monroe,644,578
12/31/20,Montgomery,41,45
12/31/20,Nassau,2942,2401
12/31/20,Niagara,130,180
12/31/20,Non-NYS,0,154
12/31/20,Oneida,247,253
12/31/20,Onondaga,471,432
12/31/20,Ontario,75,62
12/31/20,Orange,529,513
12/31/20,Orleans,42,63
12/31/20,Oswego,33,39
12/31/20,Otsego,18,16
12/31/20,Putnam,66,67
12/31/20,Queens,4332,5389
12/31/20,Rensselaer,73,82
12/31/20,Richmond,891,892
12/31/20,Rockland,547,587
12/31/20,Saratoga,26,43
12/31/20,Schenectady,82,86
12/31/20,Schoharie,0,5
12/31/20,Schuyler,4,10
12/31/20,Seneca,24,36
12/31/20,St. Lawrence,43,44
12/31/20,Statewide Total,30208,30208
12/31/20,Steuben,107,120
12/31/20,Suffolk,2357,2311
12/31/20,Sullivan,35,40
12/31/20,Tioga,39,54
12/31/20,Tompkins,17,14
12/31/20,Ulster,85,143
12/31/20,Warren,37,32
12/31/20,Washington,11,16
12/31/20,Wayne,21,39
12/31/20,Westchester,1820,1675
12/31/20,Wyoming,17,23
12/31/20,Yates,7,11
12/30/20,Albany,294,202
12/30/20,Allegany,54,72
12/30/20,Bronx,3236,3542
12/30/20,Broome,224,204
12/30/20,Cattaraugus,38,42
12/30/20,Cayuga,14,20
12/30/20,Chautauqua,24,21
12/30/20,Chemung,118,96
12/30/20,Chenango,13,21
12/30/20,Clinton,10,8
12/30/20,Columbia,57,60
12/30/20,Cortland,31,32
12/30/20,Delaware,3,10
12/30/20,Dutchess,244,234
12/30/20,Erie,1269,1194
12/30/20,Essex,13,16
12/30/20,Franklin,8,9
12/30/20,Fulton,25,36
12/30/20,Genesee,44,51
12/30/20,Greene,7,21
12/30/20,Hamilton,0,1
12/30/20,Herkimer,14,24
12/30/20,Jefferson,8,9
12/30/20,Kings,4867,5412
12/30/20,Lewis,4,13
12/30/20,Livingston,14,24
12/30/20,Madison,63,66
12/30/20,Manhattan,3633,2249
12/30/20,Monroe,626,563
12/30/20,Montgomery,39,43
12/30/20,Nassau,2933,2390
12/30/20,Niagara,127,176
12/30/20,Non-NYS,0,153
12/30/20,Oneida,241,248
12/30/20,Onondaga,464,426
12/30/20,Ontario,73,62
12/30/20,Orange,525,510
12/30/20,Orleans,42,62
12/30/20,Oswego,31,36
12/30/20,Otsego,18,16
12/30/20,Putnam,66,67
12/30/20,Queens,4322,5381
12/30/20,Rensselaer,72,81
12/30/20,Richmond,889,890
12/30/20,Rockland,546,585
12/30/20,Saratoga,25,40
12/30/20,Schenectady,79,83
12/30/20,Schoharie,0,5
12/30/20,Schuyler,4,10
12/30/20,Seneca,24,35
12/30/20,St. Lawrence,41,42
12/30/20,Statewide Total,30040,30040
12/30/20,Steuben,107,120
12/30/20,Suffolk,2343,2299
12/30/20,Sullivan,35,40
12/30/20,Tioga,39,54
12/30/20,Tompkins,17,14
12/30/20,Ulster,85,141
12/30/20,Warren,35,32
12/30/20,Washington,11,15
12/30/20,Wayne,21,36
12/30/20,Westchester,1809,1664
12/30/20,Wyoming,16,22
12/30/20,Yates,6,10
12/29/20,Albany,293,201
12/29/20,Allegany,54,72
12/29/20,Bronx,3229,3536
12/29/20,Broome,222,202
12/29/20,Cattaraugus,38,42
12/29/20,Cayuga,14,20
12/29/20,Chautauqua,23,20
12/29/20,Chemung,118,96
12/29/20,Chenango,12,20
12/29/20,Clinton,10,8
12/29/20,Columbia,57,60
12/29/20,Cortland,31,32
12/29/20,Delaware,3,10
12/29/20,Dutchess,242,233
12/29/20,Erie,1256,1183
12/29/20,Essex,13,16
12/29/20,Franklin,8,9
12/29/20,Fulton,25,35
12/29/20,Genesee,41,48
12/29/20,Greene,5,19
12/29/20,Hamilton,0,1
12/29/20,Herkimer,14,24
12/29/20,Jefferson,8,9
12/29/20,Kings,4856,5400
12/29/20,Lewis,4,12
12/29/20,Livingston,14,24
12/29/20,Madison,63,65
12/29/20,Manhattan,3628,2244
12/29/20,Monroe,609,548
12/29/20,Montgomery,38,43
12/29/20,Nassau,2924,2381
12/29/20,Niagara,127,174
12/29/20,Non-NYS,0,153
12/29/20,Oneida,233,240
12/29/20,Onondaga,457,420
12/29/20,Ontario,69,58
12/29/20,Orange,523,508
12/29/20,Orleans,42,62
12/29/20,Oswego,31,36
12/29/20,Otsego,17,15
12/29/20,Putnam,66,67
12/29/20,Queens,4315,5374
12/29/20,Rensselaer,72,81
12/29/20,Richmond,884,885
12/29/20,Rockland,542,581
12/29/20,Saratoga,24,38
12/29/20,Schenectady,78,82
12/29/20,Schoharie,0,5
12/29/20,Schuyler,4,10
12/29/20,Seneca,23,34
12/29/20,St. Lawrence,40,41
12/29/20,Statewide Total,29905,29905
12/29/20,Steuben,107,120
12/29/20,Suffolk,2330,2286
12/29/20,Sullivan,35,40
12/29/20,Tioga,39,54
12/29/20,Tompkins,17,14
12/29/20,Ulster,85,140
12/29/20,Warren,34,32
12/29/20,Washington,11,15
12/29/20,Wayne,21,35
12/29/20,Westchester,1806,1661
12/29/20,Wyoming,15,21
12/29/20,Yates,6,10
12/28/20,Albany,292,200
12/28/20,Allegany,54,72
12/28/20,Bronx,3223,3528
12/28/20,Broome,222,202
12/28/20,Cattaraugus,38,42
12/28/20,Cayuga,10,16
12/28/20,Chautauqua,22,19
12/28/20,Chemung,116,94
12/28/20,Chenango,11,18
12/28/20,Clinton,9,7
12/28/20,Columbia,57,60
12/28/20,Cortland,30,32
12/28/20,Delaware,3,10
12/28/20,Dutchess,241,232
12/28/20,Erie,1236,1163
12/28/20,Essex,13,16
12/28/20,Franklin,8,9
12/28/20,Fulton,23,32
12/28/20,Genesee,38,43
12/28/20,Greene,5,19
12/28/20,Hamilton,0,1
12/28/20,Herkimer,14,23
12/28/20,Jefferson,6,7
12/28/20,Kings,4847,5389
12/28/20,Lewis,4,12
12/28/20,Livingston,14,24
12/28/20,Madison,62,64
12/28/20,Manhattan,3622,2241
12/28/20,Monroe,595,537
12/28/20,Montgomery,37,42
12/28/20,Nassau,2917,2374
12/28/20,Niagara,125,172
12/28/20,Non-NYS,0,153
12/28/20,Oneida,231,239
12/28/20,Onondaga,445,410
12/28/20,Ontario,68,58
12/28/20,Orange,520,505
12/28/20,Orleans,42,62
12/28/20,Oswego,29,34
12/28/20,Otsego,17,15
12/28/20,Putnam,66,67
12/28/20,Queens,4306,5365
12/28/20,Rensselaer,69,78
12/28/20,Richmond,878,879
12/28/20,Rockland,538,577
12/28/20,Saratoga,24,38
12/28/20,Schenectady,76,80
12/28/20,Schoharie,0,5
12/28/20,Schuyler,4,10
12/28/20,Seneca,23,33
12/28/20,St. Lawrence,40,41
12/28/20,Statewide Total,29756,29756
12/28/20,Steuben,107,120
12/28/20,Suffolk,2318,2274
12/28/20,Sullivan,35,40
12/28/20,Tioga,39,54
12/28/20,Tompkins,17,13
12/28/20,Ulster,85,140
12/28/20,Warren,34,32
12/28/20,Washington,11,15
12/28/20,Wayne,21,34
12/28/20,Westchester,1800,1656
12/28/20,Wyoming,13,19
12/28/20,Yates,6,10
12/27/20,Albany,286,196
12/27/20,Allegany,54,72
12/27/20,Bronx,3223,3527
12/27/20,Broome,220,200
12/27/20,Cattaraugus,38,42
12/27/20,Cayuga,9,15
12/27/20,Chautauqua,22,19
12/27/20,Chemung,115,93
12/27/20,Chenango,11,18
12/27/20,Clinton,9,7
12/27/20,Columbia,57,60
12/27/20,Cortland,29,31
12/27/20,Delaware,3,10
12/27/20,Dutchess,238,228
12/27/20,Erie,1227,1155
12/27/20,Essex,13,16
12/27/20,Franklin,8,9
12/27/20,Fulton,22,31
12/27/20,Genesee,36,41
12/27/20,Greene,5,18
12/27/20,Hamilton,0,1
12/27/20,Herkimer,14,23
12/27/20,Jefferson,6,7
12/27/20,Kings,4835,5377
12/27/20,Lewis,4,12
12/27/20,Livingston,13,24
12/27/20,Madison,58,60
12/27/20,Manhattan,3613,2233
12/27/20,Monroe,589,531
12/27/20,Montgomery,36,41
12/27/20,Nassau,2909,2366
12/27/20,Niagara,125,171
12/27/20,Non-NYS,0,153
12/27/20,Oneida,230,238
12/27/20,Onondaga,436,401
12/27/20,Ontario,66,56
12/27/20,Orange,516,503
12/27/20,Orleans,42,62
12/27/20,Oswego,29,34
12/27/20,Otsego,15,13
12/27/20,Putnam,65,66
12/27/20,Queens,4297,5355
12/27/20,Rensselaer,69,77
12/27/20,Richmond,873,874
12/27/20,Rockland,538,577
12/27/20,Saratoga,22,36
12/27/20,Schenectady,74,78
12/27/20,Schoharie,0,5
12/27/20,Schuyler,4,10
12/27/20,Seneca,20,30
12/27/20,St. Lawrence,39,40
12/27/20,Statewide Total,29629,29629
12/27/20,Steuben,107,119
12/27/20,Suffolk,2305,2262
12/27/20,Sullivan,35,40
12/27/20,Tioga,39,54
12/27/20,Tompkins,17,13
12/27/20,Ulster,85,139
12/27/20,Warren,33,31
12/27/20,Washington,11,15
12/27/20,Wayne,21,34
12/27/20,Westchester,1796,1652
12/27/20,Wyoming,12,18
12/27/20,Yates,6,10
12/26/20,Albany,284,195
12/26/20,Allegany,54,71
12/26/20,Bronx,3217,3519
12/26/20,Broome,218,199
12/26/20,Cattaraugus,36,41
12/26/20,Cayuga,8,14
12/26/20,Chautauqua,20,17
12/26/20,Chemung,115,93
12/26/20,Chenango,11,17
12/26/20,Clinton,9,7
12/26/20,Columbia,57,60
12/26/20,Cortland,28,30
12/26/20,Delaware,3,9
12/26/20,Dutchess,234,224
12/26/20,Erie,1218,1147
12/26/20,Essex,13,16
12/26/20,Franklin,8,9
12/26/20,Fulton,22,31
12/26/20,Genesee,35,40
12/26/20,Greene,5,18
12/26/20,Hamilton,0,1
12/26/20,Herkimer,14,22
12/26/20,Jefferson,6,7
12/26/20,Kings,4826,5366
12/26/20,Lewis,4,12
12/26/20,Livingston,13,23
12/26/20,Madison,57,59
12/26/20,Manhattan,3602,2226
12/26/20,Monroe,578,521
12/26/20,Montgomery,35,40
12/26/20,Nassau,2906,2363
12/26/20,Niagara,124,169
12/26/20,Non-NYS,0,152
12/26/20,Oneida,227,235
12/26/20,Onondaga,428,395
12/26/20,Ontario,63,54
12/26/20,Orange,515,503
12/26/20,Orleans,42,62
12/26/20,Oswego,29,33
12/26/20,Otsego,14,12
12/26/20,Putnam,65,66
12/26/20,Queens,4291,5348
12/26/20,Rensselaer,69,77
12/26/20,Richmond,872,873
12/26/20,Rockland,538,577
12/26/20,Saratoga,20,35
12/26/20,Schenectady,74,78
12/26/20,Schoharie,0,4
12/26/20,Schuyler,4,10
12/26/20,Seneca,19,28
12/26/20,St. Lawrence,39,40
12/26/20,Statewide Total,29511,29511
12/26/20,Steuben,106,118
12/26/20,Suffolk,2294,2251
12/26/20,Sullivan,35,40
12/26/20,Tioga,39,54
12/26/20,Tompkins,17,13
12/26/20,Ulster,83,138
12/26/20,Warren,33,31
12/26/20,Washington,11,14
12/26/20,Wayne,21,34
12/26/20,Westchester,1786,1643
12/26/20,Wyoming,11,17
12/26/20,Yates,6,10
12/25/20,Albany,284,195
12/25/20,Allegany,54,71
12/25/20,Bronx,3215,3517
12/25/20,Broome,217,198
12/25/20,Cattaraugus,35,40
12/25/20,Cayuga,8,14
12/25/20,Chautauqua,20,17
12/25/20,Chemung,113,91
12/25/20,Chenango,10,16
12/25/20,Clinton,9,7
12/25/20,Columbia,57,60
12/25/20,Cortland,27,29
12/25/20,Delaware,2,8
12/25/20,Dutchess,233,224
12/25/20,Erie,1208,1137
12/25/20,Essex,13,16
12/25/20,Franklin,8,9
12/25/20,Fulton,22,31
12/25/20,Genesee,34,39
12/25/20,Greene,5,18
12/25/20,Hamilton,0,1
12/25/20,Herkimer,14,22
12/25/20,Jefferson,6,7
12/25/20,Kings,4818,5357
12/25/20,Lewis,4,12
12/25/20,Livingston,13,23
12/25/20,Madison,56,58
12/25/20,Manhattan,3596,2222
12/25/20,Monroe,568,511
12/25/20,Montgomery,35,40
12/25/20,Nassau,2902,2359
12/25/20,Niagara,123,168
12/25/20,Non-NYS,0,152
12/25/20,Oneida,222,230
12/25/20,Onondaga,410,377
12/25/20,Ontario,61,53
12/25/20,Orange,512,500
12/25/20,Orleans,42,62
12/25/20,Oswego,26,30
12/25/20,Otsego,13,11
12/25/20,Putnam,65,66
12/25/20,Queens,4284,5340
12/25/20,Rensselaer,69,77
12/25/20,Richmond,868,869
12/25/20,Rockland,536,575
12/25/20,Saratoga,19,34
12/25/20,Schenectady,72,76
12/25/20,Schoharie,0,4
12/25/20,Schuyler,4,10
12/25/20,Seneca,19,28
12/25/20,St. Lawrence,37,38
12/25/20,Statewide Total,29396,29396
12/25/20,Steuben,105,117
12/25/20,Suffolk,2286,2243
12/25/20,Sullivan,35,40
12/25/20,Tioga,39,54
12/25/20,Tompkins,17,13
12/25/20,Ulster,82,136
12/25/20,Warren,33,31
12/25/20,Washington,11,14
12/25/20,Wayne,21,33
12/25/20,Westchester,1782,1639
12/25/20,Wyoming,11,17
12/25/20,Yates,6,10
12/24/20,Albany,281,194
12/24/20,Allegany,54,71
12/24/20,Bronx,3212,3512
12/24/20,Broome,214,195
12/24/20,Cattaraugus,35,39
12/24/20,Cayuga,8,14
12/24/20,Chautauqua,20,17
12/24/20,Chemung,111,90
12/24/20,Chenango,10,16
12/24/20,Clinton,9,7
12/24/20,Columbia,57,60
12/24/20,Cortland,25,27
12/24/20,Delaware,1,7
12/24/20,Dutchess,232,222
12/24/20,Erie,1197,1128
12/24/20,Essex,13,16
12/24/20,Franklin,8,9
12/24/20,Fulton,21,30
12/24/20,Genesee,34,38
12/24/20,Greene,5,18
12/24/20,Hamilton,0,1
12/24/20,Herkimer,14,22
12/24/20,Jefferson,6,7
12/24/20,Kings,4808,5345
12/24/20,Lewis,4,12
12/24/20,Livingston,13,23
12/24/20,Madison,55,56
12/24/20,Manhattan,3589,2218
12/24/20,Monroe,551,495
12/24/20,Montgomery,32,36
12/24/20,Nassau,2896,2356
12/24/20,Niagara,122,166
12/24/20,Non-NYS,0,150
12/24/20,Oneida,218,226
12/24/20,Onondaga,400,368
12/24/20,Ontario,59,52
12/24/20,Orange,509,497
12/24/20,Orleans,42,62
12/24/20,Oswego,25,29
12/24/20,Otsego,12,10
12/24/20,Putnam,64,66
12/24/20,Queens,4276,5332
12/24/20,Rensselaer,68,75
12/24/20,Richmond,862,863
12/24/20,Rockland,534,573
12/24/20,Saratoga,17,32
12/24/20,Schenectady,71,75
12/24/20,Schoharie,0,4
12/24/20,Schuyler,4,10
12/24/20,Seneca,19,28
12/24/20,St. Lawrence,37,38
12/24/20,Statewide Total,29270,29270
12/24/20,Steuben,105,117
12/24/20,Suffolk,2280,2236
12/24/20,Sullivan,35,40
12/24/20,Tioga,39,54
12/24/20,Tompkins,17,13
12/24/20,Ulster,82,136
12/24/20,Warren,32,30
12/24/20,Washington,11,14
12/24/20,Wayne,20,31
12/24/20,Westchester,1778,1635
12/24/20,Wyoming,11,17
12/24/20,Yates,6,10
12/23/20,Albany,278,192
12/23/20,Allegany,54,71
12/23/20,Bronx,3208,3506
12/23/20,Broome,214,195
12/23/20,Cattaraugus,34,37
12/23/20,Cayuga,8,14
12/23/20,Chautauqua,18,16
12/23/20,Chemung,110,89
12/23/20,Chenango,10,16
12/23/20,Clinton,9,7
12/23/20,Columbia,57,60
12/23/20,Cortland,23,25
12/23/20,Delaware,1,7
12/23/20,Dutchess,230,220
12/23/20,Erie,1183,1114
12/23/20,Essex,13,16
12/23/20,Franklin,8,9
12/23/20,Fulton,21,30
12/23/20,Genesee,31,35
12/23/20,Greene,5,18
12/23/20,Hamilton,0,1
12/23/20,Herkimer,14,21
12/23/20,Jefferson,6,7
12/23/20,Kings,4801,5334
12/23/20,Lewis,4,12
12/23/20,Livingston,13,23
12/23/20,Madison,53,54
12/23/20,Manhattan,3576,2211
12/23/20,Monroe,537,482
12/23/20,Montgomery,32,36
12/23/20,Nassau,2890,2354
12/23/20,Niagara,122,166
12/23/20,Non-NYS,0,150
12/23/20,Oneida,214,223
12/23/20,Onondaga,394,362
12/23/20,Ontario,58,51
12/23/20,Orange,505,493
12/23/20,Orleans,42,62
12/23/20,Oswego,24,28
12/23/20,Otsego,12,10
12/23/20,Putnam,64,66
12/23/20,Queens,4271,5325
12/23/20,Rensselaer,68,75
12/23/20,Richmond,860,861
12/23/20,Rockland,533,572
12/23/20,Saratoga,15,30
12/23/20,Schenectady,70,74
12/23/20,Schoharie,0,3
12/23/20,Schuyler,3,9
12/23/20,Seneca,18,27
12/23/20,St. Lawrence,36,37
12/23/20,Statewide Total,29149,29149
12/23/20,Steuben,105,117
12/23/20,Suffolk,2271,2226
12/23/20,Sullivan,35,40
12/23/20,Tioga,39,54
12/23/20,Tompkins,16,12
12/23/20,Ulster,81,135
12/23/20,Warren,32,30
12/23/20,Washington,11,14
12/23/20,Wayne,20,31
12/23/20,Westchester,1772,1628
12/23/20,Wyoming,11,16
12/23/20,Yates,6,10
12/22/20,Albany,276,190
12/22/20,Allegany,54,70
12/22/20,Bronx,3203,3499
12/22/20,Broome,212,193
12/22/20,Cattaraugus,32,34
12/22/20,Cayuga,8,14
12/22/20,Chautauqua,18,16
12/22/20,Chemung,109,88
12/22/20,Chenango,10,16
12/22/20,Clinton,9,7
12/22/20,Columbia,57,60
12/22/20,Cortland,22,24
12/22/20,Delaware,1,7
12/22/20,Dutchess,228,218
12/22/20,Erie,1170,1102
12/22/20,Essex,13,16
12/22/20,Franklin,8,9
12/22/20,Fulton,21,30
12/22/20,Genesee,29,33
12/22/20,Greene,5,18
12/22/20,Hamilton,0,1
12/22/20,Herkimer,14,21
12/22/20,Jefferson,6,7
12/22/20,Kings,4793,5327
12/22/20,Lewis,4,12
12/22/20,Livingston,13,23
12/22/20,Madison,49,50
12/22/20,Manhattan,3569,2207
12/22/20,Monroe,524,470
12/22/20,Montgomery,31,35
12/22/20,Nassau,2880,2346
12/22/20,Niagara,120,164
12/22/20,Non-NYS,0,148
12/22/20,Oneida,213,222
12/22/20,Onondaga,383,351
12/22/20,Ontario,56,50
12/22/20,Orange,503,490
12/22/20,Orleans,42,62
12/22/20,Oswego,22,26
12/22/20,Otsego,11,9
12/22/20,Putnam,64,66
12/22/20,Queens,4265,5315
12/22/20,Rensselaer,68,75
12/22/20,Richmond,854,856
12/22/20,Rockland,530,571
12/22/20,Saratoga,14,29
12/22/20,Schenectady,70,74
12/22/20,Schoharie,0,3
12/22/20,Schuyler,3,9
12/22/20,Seneca,16,24
12/22/20,St. Lawrence,35,36
12/22/20,Statewide Total,29016,29016
12/22/20,Steuben,105,117
12/22/20,Suffolk,2256,2211
12/22/20,Sullivan,35,40
12/22/20,Tioga,39,54
12/22/20,Tompkins,15,11
12/22/20,Ulster,81,135
12/22/20,Warren,32,30
12/22/20,Washington,11,14
12/22/20,Wayne,20,31
12/22/20,Westchester,1768,1624
12/22/20,Wyoming,11,16
12/22/20,Yates,6,10
12/21/20,Albany,269,184
12/21/20,Allegany,54,70
12/21/20,Bronx,3200,3495
12/21/20,Broome,212,193
12/21/20,Cattaraugus,32,34
12/21/20,Cayuga,8,14
12/21/20,Chautauqua,17,15
12/21/20,Chemung,109,88
12/21/20,Chenango,9,15
12/21/20,Clinton,9,7
12/21/20,Columbia,57,60
12/21/20,Cortland,21,23
12/21/20,Delaware,1,7
12/21/20,Dutchess,227,217
12/21/20,Erie,1147,1083
12/21/20,Essex,13,16
12/21/20,Franklin,8,9
12/21/20,Fulton,21,29
12/21/20,Genesee,29,33
12/21/20,Greene,5,18
12/21/20,Hamilton,0,1
12/21/20,Herkimer,12,19
12/21/20,Jefferson,5,6
12/21/20,Kings,4786,5319
12/21/20,Lewis,4,12
12/21/20,Livingston,12,22
12/21/20,Madison,44,45
12/21/20,Manhattan,3561,2202
12/21/20,Monroe,510,458
12/21/20,Montgomery,27,32
12/21/20,Nassau,2872,2337
12/21/20,Niagara,119,160
12/21/20,Non-NYS,0,147
12/21/20,Oneida,208,218
12/21/20,Onondaga,370,338
12/21/20,Ontario,55,49
12/21/20,Orange,498,486
12/21/20,Orleans,42,62
12/21/20,Oswego,21,25
12/21/20,Otsego,11,8
12/21/20,Putnam,64,66
12/21/20,Queens,4253,5301
12/21/20,Rensselaer,66,73
12/21/20,Richmond,852,854
12/21/20,Rockland,524,566
12/21/20,Saratoga,14,29
12/21/20,Schenectady,69,72
12/21/20,Schoharie,0,3
12/21/20,Schuyler,2,8
12/21/20,Seneca,14,21
12/21/20,St. Lawrence,34,35
12/21/20,Statewide Total,28850,28850
12/21/20,Steuben,103,115
12/21/20,Suffolk,2241,2197
12/21/20,Sullivan,35,40
12/21/20,Tioga,39,54
12/21/20,Tompkins,14,10
12/21/20,Ulster,80,134
12/21/20,Warren,32,30
12/21/20,Washington,11,14
12/21/20,Wayne,20,30
12/21/20,Westchester,1761,1617
12/21/20,Wyoming,11,15
12/21/20,Yates,6,10
12/20/20,Albany,267,183
12/20/20,Allegany,53,68
12/20/20,Bronx,3197,3492
12/20/20,Broome,208,189
12/20/20,Cattaraugus,32,34
12/20/20,Cayuga,8,14
12/20/20,Chautauqua,15,14
12/20/20,Chemung,105,84
12/20/20,Chenango,9,15
12/20/20,Clinton,8,5
12/20/20,Columbia,56,59
12/20/20,Cortland,19,21
12/20/20,Delaware,1,7
12/20/20,Dutchess,225,215
12/20/20,Erie,1131,1069
12/20/20,Essex,13,16
12/20/20,Franklin,8,9
12/20/20,Fulton,21,29
12/20/20,Genesee,28,31
12/20/20,Greene,5,18
12/20/20,Hamilton,0,1
12/20/20,Herkimer,12,19
12/20/20,Jefferson,5,6
12/20/20,Kings,4781,5313
12/20/20,Lewis,4,12
12/20/20,Livingston,12,22
12/20/20,Madison,42,43
12/20/20,Manhattan,3555,2199
12/20/20,Monroe,479,428
12/20/20,Montgomery,25,30
12/20/20,Nassau,2867,2331
12/20/20,Niagara,118,157
12/20/20,Non-NYS,0,147
12/20/20,Oneida,206,216
12/20/20,Onondaga,362,330
12/20/20,Ontario,54,49
12/20/20,Orange,497,484
12/20/20,Orleans,41,60
12/20/20,Oswego,21,25
12/20/20,Otsego,11,8
12/20/20,Putnam,64,66
12/20/20,Queens,4247,5294
12/20/20,Rensselaer,65,72
