Report Date,County,Place of Fatality,Deaths by County of Residence
12/20/20,Richmond,850,852
12/20/20,Rockland,522,564
12/20/20,Saratoga,14,29
12/20/20,Schenectady,68,71
12/20/20,Schoharie,0,3
12/20/20,Schuyler,2,8
12/20/20,Seneca,13,20
12/20/20,St. Lawrence,33,34
12/20/20,Statewide Total,28709,28709
12/20/20,Steuben,101,113
12/20/20,Suffolk,2228,2185
12/20/20,Sullivan,35,40
12/20/20,Tioga,39,54
12/20/20,Tompkins,14,10
12/20/20,Ulster,78,132
12/20/20,Warren,32,30
12/20/20,Washington,11,14
12/20/20,Wayne,20,30
12/20/20,Westchester,1755,1611
12/20/20,Wyoming,11,15
12/20/20,Yates,6,10
12/19/20,Albany,262,180
12/19/20,Allegany,53,68
12/19/20,Bronx,3196,3489
12/19/20,Broome,205,186
12/19/20,Cattaraugus,31,33
12/19/20,Cayuga,8,14
12/19/20,Chautauqua,15,13
12/19/20,Chemung,105,83
12/19/20,Chenango,9,15
12/19/20,Clinton,8,5
12/19/20,Columbia,56,59
12/19/20,Cortland,17,19
12/19/20,Delaware,1,7
12/19/20,Dutchess,225,215
12/19/20,Erie,1115,1057
12/19/20,Essex,13,16
12/19/20,Franklin,8,9
12/19/20,Fulton,21,29
12/19/20,Genesee,28,30
12/19/20,Greene,5,18
12/19/20,Hamilton,0,1
12/19/20,Herkimer,12,18
12/19/20,Jefferson,4,6
12/19/20,Kings,4779,5310
12/19/20,Lewis,4,11
12/19/20,Livingston,12,21
12/19/20,Madison,39,40
12/19/20,Manhattan,3551,2198
12/19/20,Monroe,470,421
12/19/20,Montgomery,24,29
12/19/20,Nassau,2858,2325
12/19/20,Niagara,118,156
12/19/20,Non-NYS,0,147
12/19/20,Oneida,200,211
12/19/20,Onondaga,356,325
12/19/20,Ontario,50,46
12/19/20,Orange,495,481
12/19/20,Orleans,41,59
12/19/20,Oswego,20,23
12/19/20,Otsego,11,8
12/19/20,Putnam,64,66
12/19/20,Queens,4242,5287
12/19/20,Rensselaer,65,70
12/19/20,Richmond,845,847
12/19/20,Rockland,521,563
12/19/20,Saratoga,13,28
12/19/20,Schenectady,68,71
12/19/20,Schoharie,0,3
12/19/20,Schuyler,2,8
12/19/20,Seneca,12,19
12/19/20,St. Lawrence,31,32
12/19/20,Statewide Total,28598,28598
12/19/20,Steuben,100,113
12/19/20,Suffolk,2216,2172
12/19/20,Sullivan,35,40
12/19/20,Tioga,39,54
12/19/20,Tompkins,14,10
12/19/20,Ulster,77,131
12/19/20,Warren,32,30
12/19/20,Washington,11,14
12/19/20,Wayne,20,29
12/19/20,Westchester,1749,1606
12/19/20,Wyoming,11,15
12/19/20,Yates,6,9
12/18/20,Albany,261,179
12/18/20,Allegany,53,67
12/18/20,Bronx,3192,3486
12/18/20,Broome,205,186
12/18/20,Cattaraugus,30,31
12/18/20,Cayuga,8,14
12/18/20,Chautauqua,15,13
12/18/20,Chemung,104,82
12/18/20,Chenango,9,15
12/18/20,Clinton,8,5
12/18/20,Columbia,56,59
12/18/20,Cortland,13,15
12/18/20,Delaware,1,7
12/18/20,Dutchess,222,214
12/18/20,Erie,1099,1044
12/18/20,Essex,13,16
12/18/20,Franklin,8,9
12/18/20,Fulton,21,29
12/18/20,Genesee,26,28
12/18/20,Greene,5,18
12/18/20,Hamilton,0,1
12/18/20,Herkimer,12,17
12/18/20,Jefferson,4,6
12/18/20,Kings,4772,5302
12/18/20,Lewis,4,11
12/18/20,Livingston,12,20
12/18/20,Madison,37,38
12/18/20,Manhattan,3545,2194
12/18/20,Monroe,462,415
12/18/20,Montgomery,20,25
12/18/20,Nassau,2853,2318
12/18/20,Niagara,116,153
12/18/20,Non-NYS,0,146
12/18/20,Oneida,194,206
12/18/20,Onondaga,345,314
12/18/20,Ontario,47,44
12/18/20,Orange,492,478
12/18/20,Orleans,41,59
12/18/20,Oswego,19,22
12/18/20,Otsego,11,8
12/18/20,Putnam,64,66
12/18/20,Queens,4236,5281
12/18/20,Rensselaer,65,70
12/18/20,Richmond,843,845
12/18/20,Rockland,516,558
12/18/20,Saratoga,13,28
12/18/20,Schenectady,67,70
12/18/20,Schoharie,0,3
12/18/20,Schuyler,2,8
12/18/20,Seneca,11,17
12/18/20,St. Lawrence,30,31
12/18/20,Statewide Total,28474,28474
12/18/20,Steuben,98,111
12/18/20,Suffolk,2206,2163
12/18/20,Sullivan,35,40
12/18/20,Tioga,39,54
12/18/20,Tompkins,14,10
12/18/20,Ulster,77,129
12/18/20,Warren,32,30
12/18/20,Washington,11,14
12/18/20,Wayne,20,29
12/18/20,Westchester,1744,1600
12/18/20,Wyoming,10,14
12/18/20,Yates,6,9
12/17/20,Albany,257,177
12/17/20,Allegany,53,66
12/17/20,Bronx,3189,3483
12/17/20,Broome,203,184
12/17/20,Cattaraugus,30,30
12/17/20,Cayuga,8,14
12/17/20,Chautauqua,15,13
12/17/20,Chemung,103,82
12/17/20,Chenango,8,14
12/17/20,Clinton,8,5
12/17/20,Columbia,56,59
12/17/20,Cortland,12,14
12/17/20,Delaware,1,7
12/17/20,Dutchess,215,210
12/17/20,Erie,1083,1029
12/17/20,Essex,13,15
12/17/20,Franklin,8,9
12/17/20,Fulton,21,29
12/17/20,Genesee,25,26
12/17/20,Greene,5,18
12/17/20,Hamilton,0,1
12/17/20,Herkimer,11,15
12/17/20,Jefferson,4,6
12/17/20,Kings,4764,5293
12/17/20,Lewis,4,11
12/17/20,Livingston,11,20
12/17/20,Madison,35,36
12/17/20,Manhattan,3536,2188
12/17/20,Monroe,449,403
12/17/20,Montgomery,20,24
12/17/20,Nassau,2848,2314
12/17/20,Niagara,115,152
12/17/20,Non-NYS,0,144
12/17/20,Oneida,192,205
12/17/20,Onondaga,340,309
12/17/20,Ontario,45,42
12/17/20,Orange,488,474
12/17/20,Orleans,41,59
12/17/20,Oswego,19,22
12/17/20,Otsego,11,8
12/17/20,Putnam,64,66
12/17/20,Queens,4226,5272
12/17/20,Rensselaer,64,70
12/17/20,Richmond,839,841
12/17/20,Rockland,515,557
12/17/20,Saratoga,13,27
12/17/20,Schenectady,64,67
12/17/20,Schoharie,0,2
12/17/20,Schuyler,2,8
12/17/20,Seneca,11,17
12/17/20,St. Lawrence,30,31
12/17/20,Statewide Total,28344,28344
12/17/20,Steuben,94,106
12/17/20,Suffolk,2196,2153
12/17/20,Sullivan,35,40
12/17/20,Tioga,39,54
12/17/20,Tompkins,13,9
12/17/20,Ulster,76,125
12/17/20,Warren,32,30
12/17/20,Washington,11,14
12/17/20,Wayne,20,28
12/17/20,Westchester,1739,1594
12/17/20,Wyoming,9,14
12/17/20,Yates,6,9
12/16/20,Albany,257,176
12/16/20,Allegany,53,65
12/16/20,Bronx,3183,3475
12/16/20,Broome,202,183
12/16/20,Cattaraugus,29,29
12/16/20,Cayuga,8,14
12/16/20,Chautauqua,15,13
12/16/20,Chemung,101,81
12/16/20,Chenango,8,14
12/16/20,Clinton,8,5
12/16/20,Columbia,56,59
12/16/20,Cortland,11,13
12/16/20,Delaware,1,7
12/16/20,Dutchess,213,210
12/16/20,Erie,1066,1014
12/16/20,Essex,13,14
12/16/20,Franklin,8,9
12/16/20,Fulton,21,29
12/16/20,Genesee,24,26
12/16/20,Greene,5,18
12/16/20,Hamilton,0,1
12/16/20,Herkimer,10,14
12/16/20,Jefferson,4,6
12/16/20,Kings,4754,5281
12/16/20,Lewis,4,11
12/16/20,Livingston,11,20
12/16/20,Madison,32,33
12/16/20,Manhattan,3529,2186
12/16/20,Monroe,436,390
12/16/20,Montgomery,19,23
12/16/20,Nassau,2843,2309
12/16/20,Niagara,114,150
12/16/20,Non-NYS,0,142
12/16/20,Oneida,189,202
12/16/20,Onondaga,335,304
12/16/20,Ontario,44,41
12/16/20,Orange,485,471
12/16/20,Orleans,41,59
12/16/20,Oswego,18,21
12/16/20,Otsego,10,7
12/16/20,Putnam,64,66
12/16/20,Queens,4220,5265
12/16/20,Rensselaer,63,70
12/16/20,Richmond,837,839
12/16/20,Rockland,514,555
12/16/20,Saratoga,12,26
12/16/20,Schenectady,63,66
12/16/20,Schoharie,0,2
12/16/20,Schuyler,2,8
12/16/20,Seneca,10,16
12/16/20,St. Lawrence,28,29
12/16/20,Statewide Total,28222,28222
12/16/20,Steuben,93,105
12/16/20,Suffolk,2192,2149
12/16/20,Sullivan,35,40
12/16/20,Tioga,39,54
12/16/20,Tompkins,13,9
12/16/20,Ulster,73,120
12/16/20,Warren,32,30
12/16/20,Washington,11,14
12/16/20,Wayne,20,28
12/16/20,Westchester,1727,1584
12/16/20,Wyoming,8,13
12/16/20,Yates,6,9
12/15/20,Albany,255,174
12/15/20,Allegany,53,65
12/15/20,Bronx,3180,3472
12/15/20,Broome,199,180
12/15/20,Cattaraugus,29,29
12/15/20,Cayuga,8,14
12/15/20,Chautauqua,14,12
12/15/20,Chemung,99,79
12/15/20,Chenango,7,13
12/15/20,Clinton,8,5
12/15/20,Columbia,56,59
12/15/20,Cortland,10,12
12/15/20,Delaware,1,7
12/15/20,Dutchess,210,209
12/15/20,Erie,1047,995
12/15/20,Essex,13,14
12/15/20,Franklin,8,9
12/15/20,Fulton,21,29
12/15/20,Genesee,21,23
12/15/20,Greene,5,18
12/15/20,Hamilton,0,1
12/15/20,Herkimer,10,14
12/15/20,Jefferson,4,6
12/15/20,Kings,4744,5269
12/15/20,Lewis,4,11
12/15/20,Livingston,11,20
12/15/20,Madison,30,31
12/15/20,Manhattan,3523,2183
12/15/20,Monroe,427,382
12/15/20,Montgomery,18,22
12/15/20,Nassau,2839,2306
12/15/20,Niagara,108,144
12/15/20,Non-NYS,0,141
12/15/20,Oneida,187,200
12/15/20,Onondaga,331,300
12/15/20,Ontario,40,38
12/15/20,Orange,484,470
12/15/20,Orleans,41,59
12/15/20,Oswego,17,20
12/15/20,Otsego,10,7
12/15/20,Putnam,64,66
12/15/20,Queens,4211,5256
12/15/20,Rensselaer,61,68
12/15/20,Richmond,833,835
12/15/20,Rockland,514,555
12/15/20,Saratoga,12,26
12/15/20,Schenectady,62,65
12/15/20,Schoharie,0,2
12/15/20,Schuyler,2,7
12/15/20,Seneca,9,14
12/15/20,St. Lawrence,27,28
12/15/20,Statewide Total,28100,28100
12/15/20,Steuben,90,102
12/15/20,Suffolk,2183,2139
12/15/20,Sullivan,35,40
12/15/20,Tioga,39,54
12/15/20,Tompkins,12,9
12/15/20,Ulster,73,118
12/15/20,Warren,32,30
12/15/20,Washington,11,14
12/15/20,Wayne,20,28
12/15/20,Westchester,1724,1581
12/15/20,Wyoming,8,13
12/15/20,Yates,6,8
12/14/20,Albany,253,173
12/14/20,Allegany,53,65
12/14/20,Bronx,3179,3470
12/14/20,Broome,197,178
12/14/20,Cattaraugus,29,29
12/14/20,Cayuga,8,14
12/14/20,Chautauqua,13,11
12/14/20,Chemung,97,78
12/14/20,Chenango,7,13
12/14/20,Clinton,8,5
12/14/20,Columbia,55,58
12/14/20,Cortland,9,11
12/14/20,Delaware,1,7
12/14/20,Dutchess,209,208
12/14/20,Erie,1034,983
12/14/20,Essex,13,14
12/14/20,Franklin,8,9
12/14/20,Fulton,21,29
12/14/20,Genesee,19,21
12/14/20,Greene,5,18
12/14/20,Hamilton,0,1
12/14/20,Herkimer,10,14
12/14/20,Jefferson,4,6
12/14/20,Kings,4740,5266
12/14/20,Lewis,4,11
12/14/20,Livingston,11,20
12/14/20,Madison,27,27
12/14/20,Manhattan,3519,2180
12/14/20,Monroe,420,375
12/14/20,Montgomery,18,22
12/14/20,Nassau,2835,2304
12/14/20,Niagara,106,141
12/14/20,Non-NYS,0,140
12/14/20,Oneida,183,196
12/14/20,Onondaga,318,288
12/14/20,Ontario,38,37
12/14/20,Orange,482,469
12/14/20,Orleans,41,59
12/14/20,Oswego,17,20
12/14/20,Otsego,9,6
12/14/20,Putnam,64,66
12/14/20,Queens,4207,5251
12/14/20,Rensselaer,61,67
12/14/20,Richmond,830,831
12/14/20,Rockland,513,554
12/14/20,Saratoga,11,25
12/14/20,Schenectady,60,63
12/14/20,Schoharie,0,2
12/14/20,Schuyler,2,6
12/14/20,Seneca,9,14
12/14/20,St. Lawrence,26,27
12/14/20,Statewide Total,28002,28002
12/14/20,Steuben,88,100
12/14/20,Suffolk,2177,2132
12/14/20,Sullivan,35,40
12/14/20,Tioga,39,54
12/14/20,Tompkins,12,9
12/14/20,Ulster,73,118
12/14/20,Warren,32,30
12/14/20,Washington,11,14
12/14/20,Wayne,20,28
12/14/20,Westchester,1718,1575
12/14/20,Wyoming,8,13
12/14/20,Yates,6,7
12/13/20,Albany,249,169
12/13/20,Allegany,53,64
12/13/20,Bronx,3172,3464
12/13/20,Broome,197,178
12/13/20,Cattaraugus,29,29
12/13/20,Cayuga,7,13
12/13/20,Chautauqua,13,11
12/13/20,Chemung,91,73
12/13/20,Chenango,7,13
12/13/20,Clinton,8,5
12/13/20,Columbia,54,58
12/13/20,Cortland,8,10
12/13/20,Delaware,1,7
12/13/20,Dutchess,206,206
12/13/20,Erie,1023,973
12/13/20,Essex,13,14
12/13/20,Franklin,8,9
12/13/20,Fulton,21,29
12/13/20,Genesee,19,21
12/13/20,Greene,5,18
12/13/20,Hamilton,0,1
12/13/20,Herkimer,8,13
12/13/20,Jefferson,4,6
12/13/20,Kings,4737,5262
12/13/20,Lewis,3,9
12/13/20,Livingston,10,19
12/13/20,Madison,24,25
12/13/20,Manhattan,3510,2174
12/13/20,Monroe,413,369
12/13/20,Montgomery,17,20
12/13/20,Nassau,2830,2300
12/13/20,Niagara,103,137
12/13/20,Non-NYS,0,139
12/13/20,Oneida,178,191
12/13/20,Onondaga,310,280
12/13/20,Ontario,37,36
12/13/20,Orange,480,467
12/13/20,Orleans,41,59
12/13/20,Oswego,16,19
12/13/20,Otsego,9,6
12/13/20,Putnam,64,66
12/13/20,Queens,4202,5243
12/13/20,Rensselaer,61,67
12/13/20,Richmond,825,826
12/13/20,Rockland,508,549
12/13/20,Saratoga,10,24
12/13/20,Schenectady,60,63
12/13/20,Schoharie,0,2
12/13/20,Schuyler,1,5
12/13/20,Seneca,8,13
12/13/20,St. Lawrence,25,26
12/13/20,Statewide Total,27870,27870
12/13/20,Steuben,85,99
12/13/20,Suffolk,2163,2118
12/13/20,Sullivan,35,40
12/13/20,Tioga,39,52
12/13/20,Tompkins,11,8
12/13/20,Ulster,72,116
12/13/20,Warren,32,30
12/13/20,Washington,11,14
12/13/20,Wayne,18,25
12/13/20,Westchester,1712,1568
12/13/20,Wyoming,8,13
12/13/20,Yates,6,7
12/12/20,Albany,248,167
12/12/20,Allegany,53,64
12/12/20,Bronx,3171,3462
12/12/20,Broome,195,176
12/12/20,Cattaraugus,29,29
12/12/20,Cayuga,7,13
12/12/20,Chautauqua,13,11
12/12/20,Chemung,88,70
12/12/20,Chenango,7,13
12/12/20,Clinton,8,5
12/12/20,Columbia,54,58
12/12/20,Cortland,4,6
12/12/20,Delaware,1,7
12/12/20,Dutchess,206,206
12/12/20,Erie,1013,965
12/12/20,Essex,13,14
12/12/20,Franklin,8,9
12/12/20,Fulton,21,29
12/12/20,Genesee,18,19
12/12/20,Greene,5,18
12/12/20,Hamilton,0,1
12/12/20,Herkimer,8,13
12/12/20,Jefferson,3,5
12/12/20,Kings,4734,5259
12/12/20,Lewis,3,9
12/12/20,Livingston,10,19
12/12/20,Madison,22,23
12/12/20,Manhattan,3505,2172
12/12/20,Monroe,406,363
12/12/20,Montgomery,17,20
12/12/20,Nassau,2827,2297
12/12/20,Niagara,101,134
12/12/20,Non-NYS,0,137
12/12/20,Oneida,175,188
12/12/20,Onondaga,307,277
12/12/20,Ontario,37,36
12/12/20,Orange,478,464
12/12/20,Orleans,41,59
12/12/20,Oswego,16,19
12/12/20,Otsego,8,5
12/12/20,Putnam,64,66
12/12/20,Queens,4195,5236
12/12/20,Rensselaer,60,67
12/12/20,Richmond,821,822
12/12/20,Rockland,506,547
12/12/20,Saratoga,10,24
12/12/20,Schenectady,59,62
12/12/20,Schoharie,0,2
12/12/20,Schuyler,1,5
12/12/20,Seneca,7,12
12/12/20,St. Lawrence,24,25
12/12/20,Statewide Total,27785,27785
12/12/20,Steuben,85,99
12/12/20,Suffolk,2158,2113
12/12/20,Sullivan,35,40
12/12/20,Tioga,39,52
12/12/20,Tompkins,9,6
12/12/20,Ulster,72,116
12/12/20,Warren,32,30
12/12/20,Washington,11,14
12/12/20,Wayne,18,25
12/12/20,Westchester,1705,1562
12/12/20,Wyoming,8,12
12/12/20,Yates,6,7
12/11/20,Albany,246,165
12/11/20,Allegany,53,64
12/11/20,Bronx,3167,3460
12/11/20,Broome,191,173
12/11/20,Cattaraugus,27,28
12/11/20,Cayuga,7,13
12/11/20,Chautauqua,12,10
12/11/20,Chemung,87,69
12/11/20,Chenango,6,11
12/11/20,Clinton,8,5
12/11/20,Columbia,54,58
12/11/20,Cortland,2,4
12/11/20,Delaware,1,7
12/11/20,Dutchess,205,205
12/11/20,Erie,995,948
12/11/20,Essex,13,14
12/11/20,Franklin,8,9
12/11/20,Fulton,21,29
12/11/20,Genesee,18,19
12/11/20,Greene,5,18
12/11/20,Hamilton,0,1
12/11/20,Herkimer,8,13
12/11/20,Jefferson,3,5
12/11/20,Kings,4729,5253
12/11/20,Lewis,3,9
12/11/20,Livingston,9,17
12/11/20,Madison,19,19
12/11/20,Manhattan,3503,2170
12/11/20,Monroe,398,356
12/11/20,Montgomery,17,20
12/11/20,Nassau,2821,2294
12/11/20,Niagara,98,130
12/11/20,Non-NYS,0,136
12/11/20,Oneida,174,187
12/11/20,Onondaga,294,265
12/11/20,Ontario,35,36
12/11/20,Orange,474,460
12/11/20,Orleans,41,59
12/11/20,Oswego,16,19
12/11/20,Otsego,8,5
12/11/20,Putnam,64,66
12/11/20,Queens,4194,5232
12/11/20,Rensselaer,60,67
12/11/20,Richmond,816,817
12/11/20,Rockland,501,543
12/11/20,Saratoga,10,24
12/11/20,Schenectady,59,62
12/11/20,Schoharie,0,2
12/11/20,Schuyler,1,5
12/11/20,Seneca,6,9
12/11/20,St. Lawrence,23,24
12/11/20,Statewide Total,27675,27675
12/11/20,Steuben,85,99
12/11/20,Suffolk,2153,2108
12/11/20,Sullivan,35,40
12/11/20,Tioga,39,52
12/11/20,Tompkins,8,5
12/11/20,Ulster,71,114
12/11/20,Warren,32,30
12/11/20,Washington,11,14
12/11/20,Wayne,16,23
12/11/20,Westchester,1702,1558
12/11/20,Wyoming,7,11
12/11/20,Yates,6,7
12/10/20,Albany,241,161
12/10/20,Allegany,53,64
12/10/20,Bronx,3160,3454
12/10/20,Broome,188,170
12/10/20,Cattaraugus,27,28
12/10/20,Cayuga,7,12
12/10/20,Chautauqua,12,10
12/10/20,Chemung,82,64
12/10/20,Chenango,5,10
12/10/20,Clinton,8,5
12/10/20,Columbia,54,58
12/10/20,Cortland,2,4
12/10/20,Delaware,1,7
12/10/20,Dutchess,204,204
12/10/20,Erie,982,935
12/10/20,Essex,13,14
12/10/20,Franklin,8,9
12/10/20,Fulton,20,28
12/10/20,Genesee,18,18
12/10/20,Greene,5,18
12/10/20,Hamilton,0,1
12/10/20,Herkimer,8,13
12/10/20,Jefferson,3,5
12/10/20,Kings,4727,5251
12/10/20,Lewis,3,9
12/10/20,Livingston,9,16
12/10/20,Madison,16,16
12/10/20,Manhattan,3502,2170
12/10/20,Monroe,394,353
12/10/20,Montgomery,17,20
12/10/20,Nassau,2817,2293
12/10/20,Niagara,96,128
12/10/20,Non-NYS,0,136
12/10/20,Oneida,172,185
12/10/20,Onondaga,290,262
12/10/20,Ontario,34,35
12/10/20,Orange,471,457
12/10/20,Orleans,41,59
12/10/20,Oswego,15,18
12/10/20,Otsego,8,5
12/10/20,Putnam,64,66
12/10/20,Queens,4194,5229
12/10/20,Rensselaer,59,64
12/10/20,Richmond,813,814
12/10/20,Rockland,501,542
12/10/20,Saratoga,10,24
12/10/20,Schenectady,58,62
12/10/20,Schoharie,0,2
12/10/20,Schuyler,1,5
12/10/20,Seneca,4,7
12/10/20,St. Lawrence,22,23
12/10/20,Statewide Total,27587,27587
12/10/20,Steuben,84,98
12/10/20,Suffolk,2147,2101
12/10/20,Sullivan,35,40
12/10/20,Tioga,39,52
12/10/20,Tompkins,8,5
12/10/20,Ulster,68,111
12/10/20,Warren,32,30
12/10/20,Washington,11,14
12/10/20,Wayne,16,23
12/10/20,Westchester,1697,1553
12/10/20,Wyoming,5,10
12/10/20,Yates,6,7
12/9/20,Albany,239,159
12/9/20,Allegany,52,63
12/9/20,Bronx,3159,3452
12/9/20,Broome,185,167
12/9/20,Cattaraugus,27,28
12/9/20,Cayuga,7,11
12/9/20,Chautauqua,12,10
12/9/20,Chemung,80,63
12/9/20,Chenango,5,10
12/9/20,Clinton,8,5
12/9/20,Columbia,54,58
12/9/20,Cortland,2,4
12/9/20,Delaware,0,6
12/9/20,Dutchess,202,202
12/9/20,Erie,966,919
12/9/20,Essex,13,14
12/9/20,Franklin,8,9
12/9/20,Fulton,20,28
12/9/20,Genesee,17,18
12/9/20,Greene,5,18
12/9/20,Hamilton,0,1
12/9/20,Herkimer,8,13
12/9/20,Jefferson,3,4
12/9/20,Kings,4719,5243
12/9/20,Lewis,3,9
12/9/20,Livingston,9,16
12/9/20,Madison,14,15
12/9/20,Manhattan,3496,2167
12/9/20,Monroe,386,344
12/9/20,Montgomery,17,20
12/9/20,Nassau,2816,2292
12/9/20,Niagara,95,127
12/9/20,Non-NYS,0,135
12/9/20,Oneida,170,182
12/9/20,Onondaga,286,259
12/9/20,Ontario,32,34
12/9/20,Orange,468,455
12/9/20,Orleans,41,59
12/9/20,Oswego,15,18
12/9/20,Otsego,8,5
12/9/20,Putnam,64,66
12/9/20,Queens,4191,5226
12/9/20,Rensselaer,58,63
12/9/20,Richmond,811,812
12/9/20,Rockland,500,540
12/9/20,Saratoga,9,23
12/9/20,Schenectady,58,62
12/9/20,Schoharie,0,2
12/9/20,Schuyler,1,4
12/9/20,Seneca,2,4
12/9/20,St. Lawrence,20,22
12/9/20,Statewide Total,27498,27498
12/9/20,Steuben,84,98
12/9/20,Suffolk,2143,2097
12/9/20,Sullivan,34,39
12/9/20,Tioga,39,52
12/9/20,Tompkins,8,5
12/9/20,Ulster,67,108
12/9/20,Warren,32,30
12/9/20,Washington,11,14
12/9/20,Wayne,15,22
12/9/20,Westchester,1694,1550
12/9/20,Wyoming,4,10
12/9/20,Yates,6,7
12/8/20,Albany,237,157
12/8/20,Allegany,52,63
12/8/20,Bronx,3157,3450
12/8/20,Broome,184,166
12/8/20,Cattaraugus,27,28
12/8/20,Cayuga,7,11
12/8/20,Chautauqua,12,10
12/8/20,Chemung,78,62
12/8/20,Chenango,5,10
12/8/20,Clinton,8,5
12/8/20,Columbia,54,58
12/8/20,Cortland,2,4
12/8/20,Delaware,0,6
12/8/20,Dutchess,200,200
12/8/20,Erie,949,903
12/8/20,Essex,13,14
12/8/20,Franklin,8,9
12/8/20,Fulton,20,28
12/8/20,Genesee,17,17
12/8/20,Greene,5,18
12/8/20,Hamilton,0,1
12/8/20,Herkimer,8,12
12/8/20,Jefferson,3,4
12/8/20,Kings,4711,5235
12/8/20,Lewis,3,9
12/8/20,Livingston,8,15
12/8/20,Madison,14,15
12/8/20,Manhattan,3491,2166
12/8/20,Monroe,374,333
12/8/20,Montgomery,17,20
12/8/20,Nassau,2807,2285
12/8/20,Niagara,94,125
12/8/20,Non-NYS,0,133
12/8/20,Oneida,164,177
12/8/20,Onondaga,281,254
12/8/20,Ontario,32,34
12/8/20,Orange,466,453
12/8/20,Orleans,41,59
12/8/20,Oswego,14,17
12/8/20,Otsego,8,5
12/8/20,Putnam,64,66
12/8/20,Queens,4189,5222
12/8/20,Rensselaer,58,63
12/8/20,Richmond,809,810
12/8/20,Rockland,498,538
12/8/20,Saratoga,9,22
12/8/20,Schenectady,56,60
12/8/20,Schoharie,0,2
12/8/20,Schuyler,1,4
12/8/20,Seneca,2,4
12/8/20,St. Lawrence,19,21
12/8/20,Statewide Total,27404,27404
12/8/20,Steuben,84,97
12/8/20,Suffolk,2140,2093
12/8/20,Sullivan,34,39
12/8/20,Tioga,39,52
12/8/20,Tompkins,8,5
12/8/20,Ulster,67,108
12/8/20,Warren,31,30
12/8/20,Washington,11,14
12/8/20,Wayne,14,21
12/8/20,Westchester,1690,1545
12/8/20,Wyoming,4,10
12/8/20,Yates,6,7
12/7/20,Albany,235,156
12/7/20,Allegany,52,63
12/7/20,Bronx,3156,3449
12/7/20,Broome,181,163
12/7/20,Cattaraugus,27,28
12/7/20,Cayuga,7,11
12/7/20,Chautauqua,12,10
12/7/20,Chemung,76,60
12/7/20,Chenango,5,10
12/7/20,Clinton,8,5
12/7/20,Columbia,54,58
12/7/20,Cortland,2,4
12/7/20,Delaware,0,6
12/7/20,Dutchess,196,198
12/7/20,Erie,937,891
12/7/20,Essex,13,14
12/7/20,Franklin,8,9
12/7/20,Fulton,20,28
12/7/20,Genesee,17,17
12/7/20,Greene,5,18
12/7/20,Hamilton,0,1
12/7/20,Herkimer,8,12
12/7/20,Jefferson,3,4
12/7/20,Kings,4703,5227
12/7/20,Lewis,3,9
12/7/20,Livingston,8,15
12/7/20,Madison,13,14
12/7/20,Manhattan,3490,2165
12/7/20,Monroe,364,323
12/7/20,Montgomery,17,20
12/7/20,Nassau,2799,2278
12/7/20,Niagara,93,124
12/7/20,Non-NYS,0,133
12/7/20,Oneida,159,172
12/7/20,Onondaga,276,249
12/7/20,Ontario,31,33
12/7/20,Orange,464,450
12/7/20,Orleans,41,59
12/7/20,Oswego,12,15
12/7/20,Otsego,8,5
12/7/20,Putnam,64,66
12/7/20,Queens,4186,5218
12/7/20,Rensselaer,56,60
12/7/20,Richmond,807,808
12/7/20,Rockland,494,534
12/7/20,Saratoga,9,22
12/7/20,Schenectady,56,60
12/7/20,Schoharie,0,2
12/7/20,Schuyler,1,4
12/7/20,Seneca,0,2
12/7/20,St. Lawrence,19,21
12/7/20,Statewide Total,27307,27307
12/7/20,Steuben,82,95
12/7/20,Suffolk,2136,2089
12/7/20,Sullivan,34,39
12/7/20,Tioga,39,52
12/7/20,Tompkins,7,4
12/7/20,Ulster,66,104
12/7/20,Warren,31,30
12/7/20,Washington,11,14
12/7/20,Wayne,14,21
12/7/20,Westchester,1682,1539
12/7/20,Wyoming,4,10
12/7/20,Yates,6,7
12/6/20,Albany,235,156
12/6/20,Allegany,50,60
12/6/20,Bronx,3155,3447
12/6/20,Broome,180,163
12/6/20,Cattaraugus,27,28
12/6/20,Cayuga,7,10
12/6/20,Chautauqua,12,10
12/6/20,Chemung,75,58
12/6/20,Chenango,5,10
12/6/20,Clinton,8,5
12/6/20,Columbia,54,58
12/6/20,Cortland,2,4
12/6/20,Delaware,0,6
12/6/20,Dutchess,196,198
12/6/20,Erie,927,883
12/6/20,Essex,13,14
12/6/20,Franklin,8,9
12/6/20,Fulton,20,28
12/6/20,Genesee,15,15
12/6/20,Greene,5,18
12/6/20,Hamilton,0,1
12/6/20,Herkimer,8,12
12/6/20,Jefferson,3,4
12/6/20,Kings,4699,5223
12/6/20,Lewis,3,9
12/6/20,Livingston,8,14
12/6/20,Madison,12,13
12/6/20,Manhattan,3485,2162
12/6/20,Monroe,357,319
12/6/20,Montgomery,17,20
12/6/20,Nassau,2795,2273
12/6/20,Niagara,93,123
12/6/20,Non-NYS,0,132
12/6/20,Oneida,158,171
12/6/20,Onondaga,268,242
12/6/20,Ontario,31,33
12/6/20,Orange,462,448
12/6/20,Orleans,41,58
12/6/20,Oswego,11,14
12/6/20,Otsego,8,5
12/6/20,Putnam,64,65
12/6/20,Queens,4179,5211
12/6/20,Rensselaer,56,60
12/6/20,Richmond,806,807
12/6/20,Rockland,494,534
12/6/20,Saratoga,9,22
